timestamp,name,address,day_type,hour,rule_color,occupancy_rate,occupied_spots,total_capacity,latitude,longitude
2025-11-22 13:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SA,13,grün,0.6865,129,188,48.097500000000004,11.524527777777779
2025-11-22 14:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SA,14,grün,0.7025,132,188,48.097500000000004,11.524527777777779
2025-11-22 15:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SA,15,grün,0.709,133,188,48.097500000000004,11.524527777777779
2025-11-22 16:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SA,16,grün,0.4085,76,188,48.097500000000004,11.524527777777779
2025-11-22 17:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SA,17,grün,0.5977,112,188,48.097500000000004,11.524527777777779
2025-11-22 18:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SA,18,grün,0.3615,67,188,48.097500000000004,11.524527777777779
2025-11-22 19:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SA,19,grün,0.425,79,188,48.097500000000004,11.524527777777779
2025-11-22 20:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SA,20,grün,0.4277,80,188,48.097500000000004,11.524527777777779
2025-11-22 21:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SA,21,grün,0.0234,4,188,48.097500000000004,11.524527777777779
2025-11-22 22:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SA,22,grün,0.6052,113,188,48.097500000000004,11.524527777777779
2025-11-22 23:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SA,23,grün,0.0686,12,188,48.097500000000004,11.524527777777779
2025-11-23 00:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,0,grün,0.005,0,188,48.097500000000004,11.524527777777779
2025-11-23 01:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,1,grün,0.4744,89,188,48.097500000000004,11.524527777777779
2025-11-23 02:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,2,grün,0.3412,64,188,48.097500000000004,11.524527777777779
2025-11-23 03:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,3,grün,0.68,127,188,48.097500000000004,11.524527777777779
2025-11-23 04:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,4,grün,0.5993,112,188,48.097500000000004,11.524527777777779
2025-11-23 05:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,5,grün,0.1662,31,188,48.097500000000004,11.524527777777779
2025-11-23 06:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,6,grün,0.1257,23,188,48.097500000000004,11.524527777777779
2025-11-23 07:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,7,grün,0.209,39,188,48.097500000000004,11.524527777777779
2025-11-23 08:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,8,grün,0.2497,46,188,48.097500000000004,11.524527777777779
2025-11-23 09:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,9,grün,0.5359,100,188,48.097500000000004,11.524527777777779
2025-11-23 10:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,10,grün,0.161,30,188,48.097500000000004,11.524527777777779
2025-11-23 11:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,11,grün,0.2373,44,188,48.097500000000004,11.524527777777779
2025-11-23 12:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,12,grün,0.1369,25,188,48.097500000000004,11.524527777777779
2025-11-23 13:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,13,grün,0.5895,110,188,48.097500000000004,11.524527777777779
2025-11-23 14:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,14,grün,0.5586,105,188,48.097500000000004,11.524527777777779
2025-11-23 15:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,15,grün,0.3908,73,188,48.097500000000004,11.524527777777779
2025-11-23 16:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,16,grün,0.2042,38,188,48.097500000000004,11.524527777777779
2025-11-23 17:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,17,grün,0.4905,92,188,48.097500000000004,11.524527777777779
2025-11-23 18:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,18,grün,0.5544,104,188,48.097500000000004,11.524527777777779
2025-11-23 19:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,19,grün,0.7148,134,188,48.097500000000004,11.524527777777779
2025-11-23 20:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,20,grün,0.5044,94,188,48.097500000000004,11.524527777777779
2025-11-23 21:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,21,grün,0.6817,128,188,48.097500000000004,11.524527777777779
2025-11-23 22:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,22,grün,0.22,41,188,48.097500000000004,11.524527777777779
2025-11-23 23:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,23,grün,0.2584,48,188,48.097500000000004,11.524527777777779
2025-11-24 00:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,0,grün,0.5303,99,188,48.097500000000004,11.524527777777779
2025-11-24 01:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,1,grün,0.1132,21,188,48.097500000000004,11.524527777777779
2025-11-24 02:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,2,grün,0.0875,16,188,48.097500000000004,11.524527777777779
2025-11-24 03:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,3,grün,0.3309,62,188,48.097500000000004,11.524527777777779
2025-11-24 04:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,4,grün,0.1435,26,188,48.097500000000004,11.524527777777779
2025-11-24 05:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,5,grün,0.695,130,188,48.097500000000004,11.524527777777779
2025-11-24 06:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,6,grün,0.3408,64,188,48.097500000000004,11.524527777777779
2025-11-24 07:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,7,grün,0.1142,21,188,48.097500000000004,11.524527777777779
2025-11-24 08:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,8,grün,0.1195,22,188,48.097500000000004,11.524527777777779
2025-11-24 09:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,9,gelb,0.8511,160,188,48.097500000000004,11.524527777777779
2025-11-24 10:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,10,rot,0.9319,175,188,48.097500000000004,11.524527777777779
2025-11-24 11:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,11,rot,0.9955,187,188,48.097500000000004,11.524527777777779
2025-11-24 12:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,12,rot,0.9012,169,188,48.097500000000004,11.524527777777779
2025-11-24 13:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,13,rot,0.9141,171,188,48.097500000000004,11.524527777777779
2025-11-24 14:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,14,gelb,0.8464,159,188,48.097500000000004,11.524527777777779
2025-11-24 15:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,15,gelb,0.8889,167,188,48.097500000000004,11.524527777777779
2025-11-24 16:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,16,grün,0.3146,59,188,48.097500000000004,11.524527777777779
2025-11-24 17:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,17,grün,0.3868,72,188,48.097500000000004,11.524527777777779
2025-11-24 18:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,18,grün,0.7206,135,188,48.097500000000004,11.524527777777779
2025-11-24 19:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,19,grün,0.7382,138,188,48.097500000000004,11.524527777777779
2025-11-24 20:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,20,grün,0.3,56,188,48.097500000000004,11.524527777777779
2025-11-24 21:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,21,grün,0.526,98,188,48.097500000000004,11.524527777777779
2025-11-24 22:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,22,grün,0.6947,130,188,48.097500000000004,11.524527777777779
2025-11-24 23:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,23,grün,0.4639,87,188,48.097500000000004,11.524527777777779
2025-11-25 00:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,0,grün,0.7411,139,188,48.097500000000004,11.524527777777779
2025-11-25 01:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,1,grün,0.1645,30,188,48.097500000000004,11.524527777777779
2025-11-25 02:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,2,grün,0.1056,19,188,48.097500000000004,11.524527777777779
2025-11-25 03:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,3,grün,0.4277,80,188,48.097500000000004,11.524527777777779
2025-11-25 04:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,4,grün,0.4802,90,188,48.097500000000004,11.524527777777779
2025-11-25 05:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,5,grün,0.5393,101,188,48.097500000000004,11.524527777777779
2025-11-25 06:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,6,grün,0.2934,55,188,48.097500000000004,11.524527777777779
2025-11-25 07:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,7,grün,0.0263,4,188,48.097500000000004,11.524527777777779
2025-11-25 08:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,8,grün,0.021,3,188,48.097500000000004,11.524527777777779
2025-11-25 09:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,9,gelb,0.7787,146,188,48.097500000000004,11.524527777777779
2025-11-25 10:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,10,rot,0.9456,177,188,48.097500000000004,11.524527777777779
2025-11-25 11:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,11,rot,0.9687,182,188,48.097500000000004,11.524527777777779
2025-11-25 12:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,12,rot,0.9376,176,188,48.097500000000004,11.524527777777779
2025-11-25 13:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,13,rot,0.9087,170,188,48.097500000000004,11.524527777777779
2025-11-25 14:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,14,gelb,0.8812,165,188,48.097500000000004,11.524527777777779
2025-11-25 15:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,15,gelb,0.7619,143,188,48.097500000000004,11.524527777777779
2025-11-25 16:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,16,grün,0.614,115,188,48.097500000000004,11.524527777777779
2025-11-25 17:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,17,grün,0.4893,91,188,48.097500000000004,11.524527777777779
2025-11-25 18:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,18,grün,0.2238,42,188,48.097500000000004,11.524527777777779
2025-11-25 19:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,19,grün,0.5476,102,188,48.097500000000004,11.524527777777779
2025-11-25 20:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,20,grün,0.3626,68,188,48.097500000000004,11.524527777777779
2025-11-25 21:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,21,grün,0.6988,131,188,48.097500000000004,11.524527777777779
2025-11-25 22:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,22,grün,0.3428,64,188,48.097500000000004,11.524527777777779
2025-11-25 23:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,23,grün,0.2766,52,188,48.097500000000004,11.524527777777779
2025-11-26 00:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,0,grün,0.7319,137,188,48.097500000000004,11.524527777777779
2025-11-26 01:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,1,grün,0.0272,5,188,48.097500000000004,11.524527777777779
2025-11-26 02:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,2,grün,0.6608,124,188,48.097500000000004,11.524527777777779
2025-11-26 03:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,3,grün,0.5664,106,188,48.097500000000004,11.524527777777779
2025-11-26 04:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,4,grün,0.5971,112,188,48.097500000000004,11.524527777777779
2025-11-26 05:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,5,grün,0.4404,82,188,48.097500000000004,11.524527777777779
2025-11-26 06:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,6,grün,0.3733,70,188,48.097500000000004,11.524527777777779
2025-11-26 07:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,7,grün,0.0189,3,188,48.097500000000004,11.524527777777779
2025-11-26 08:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,8,grün,0.5266,98,188,48.097500000000004,11.524527777777779
2025-11-26 09:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,9,gelb,0.7962,149,188,48.097500000000004,11.524527777777779
2025-11-26 10:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,10,rot,0.9436,177,188,48.097500000000004,11.524527777777779
2025-11-26 11:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,11,rot,0.915,172,188,48.097500000000004,11.524527777777779
2025-11-26 12:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,12,rot,0.9745,183,188,48.097500000000004,11.524527777777779
2025-11-26 13:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,13,rot,0.9599,180,188,48.097500000000004,11.524527777777779
2025-11-26 14:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,14,gelb,0.7538,141,188,48.097500000000004,11.524527777777779
2025-11-26 15:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,15,gelb,0.8168,153,188,48.097500000000004,11.524527777777779
2025-11-26 16:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,16,grün,0.3656,68,188,48.097500000000004,11.524527777777779
2025-11-26 17:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,17,grün,0.4344,81,188,48.097500000000004,11.524527777777779
2025-11-26 18:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,18,grün,0.6488,121,188,48.097500000000004,11.524527777777779
2025-11-26 19:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,19,grün,0.5964,112,188,48.097500000000004,11.524527777777779
2025-11-26 20:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,20,grün,0.3086,58,188,48.097500000000004,11.524527777777779
2025-11-26 21:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,21,grün,0.3511,65,188,48.097500000000004,11.524527777777779
2025-11-26 22:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,22,grün,0.1366,25,188,48.097500000000004,11.524527777777779
2025-11-26 23:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,23,grün,0.2663,50,188,48.097500000000004,11.524527777777779
2025-11-27 00:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,0,grün,0.4878,91,188,48.097500000000004,11.524527777777779
2025-11-27 01:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,1,grün,0.3784,71,188,48.097500000000004,11.524527777777779
2025-11-27 02:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,2,grün,0.5266,99,188,48.097500000000004,11.524527777777779
2025-11-27 03:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,3,grün,0.3837,72,188,48.097500000000004,11.524527777777779
2025-11-27 04:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,4,grün,0.4206,79,188,48.097500000000004,11.524527777777779
2025-11-27 05:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,5,grün,0.596,112,188,48.097500000000004,11.524527777777779
2025-11-27 06:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,6,grün,0.6576,123,188,48.097500000000004,11.524527777777779
2025-11-27 07:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,7,grün,0.3561,66,188,48.097500000000004,11.524527777777779
2025-11-27 08:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,8,grün,0.5698,107,188,48.097500000000004,11.524527777777779
2025-11-27 09:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,9,gelb,0.8151,153,188,48.097500000000004,11.524527777777779
2025-11-27 10:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,10,rot,0.9566,179,188,48.097500000000004,11.524527777777779
2025-11-27 11:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,11,rot,0.9663,181,188,48.097500000000004,11.524527777777779
2025-11-27 12:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,12,rot,0.962,180,188,48.097500000000004,11.524527777777779
2025-11-27 13:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,13,rot,0.9511,178,188,48.097500000000004,11.524527777777779
2025-11-27 14:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,14,gelb,0.7681,144,188,48.097500000000004,11.524527777777779
2025-11-27 15:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,15,gelb,0.8321,156,188,48.097500000000004,11.524527777777779
2025-11-27 16:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,16,grün,0.7498,140,188,48.097500000000004,11.524527777777779
2025-11-27 17:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,17,grün,0.1293,24,188,48.097500000000004,11.524527777777779
2025-11-27 18:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,18,grün,0.3743,70,188,48.097500000000004,11.524527777777779
2025-11-27 19:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,19,grün,0.02,3,188,48.097500000000004,11.524527777777779
2025-11-27 20:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,20,grün,0.5685,106,188,48.097500000000004,11.524527777777779
2025-11-27 21:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,21,grün,0.2395,45,188,48.097500000000004,11.524527777777779
2025-11-27 22:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,22,grün,0.5866,110,188,48.097500000000004,11.524527777777779
2025-11-27 23:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,23,grün,0.6053,113,188,48.097500000000004,11.524527777777779
2025-11-28 00:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,0,grün,0.5654,106,188,48.097500000000004,11.524527777777779
2025-11-28 01:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,1,grün,0.6923,130,188,48.097500000000004,11.524527777777779
2025-11-28 02:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,2,grün,0.5006,94,188,48.097500000000004,11.524527777777779
2025-11-28 03:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,3,grün,0.4487,84,188,48.097500000000004,11.524527777777779
2025-11-28 04:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,4,grün,0.4866,91,188,48.097500000000004,11.524527777777779
2025-11-28 05:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,5,grün,0.3575,67,188,48.097500000000004,11.524527777777779
2025-11-28 06:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,6,grün,0.4548,85,188,48.097500000000004,11.524527777777779
2025-11-28 07:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,7,grün,0.4533,85,188,48.097500000000004,11.524527777777779
2025-11-28 08:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,8,grün,0.6042,113,188,48.097500000000004,11.524527777777779
2025-11-28 09:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,9,gelb,0.8281,155,188,48.097500000000004,11.524527777777779
2025-11-28 10:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,10,rot,0.9343,175,188,48.097500000000004,11.524527777777779
2025-11-28 11:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,11,rot,0.9147,171,188,48.097500000000004,11.524527777777779
2025-11-28 12:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,12,rot,0.9849,185,188,48.097500000000004,11.524527777777779
2025-11-28 13:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,13,rot,0.9672,181,188,48.097500000000004,11.524527777777779
2025-11-28 14:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,14,gelb,0.7769,146,188,48.097500000000004,11.524527777777779
2025-11-28 15:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,15,gelb,0.8776,164,188,48.097500000000004,11.524527777777779
2025-11-28 16:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,16,grün,0.4117,77,188,48.097500000000004,11.524527777777779
2025-11-28 17:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,17,grün,0.3004,56,188,48.097500000000004,11.524527777777779
2025-11-28 18:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,18,grün,0.4688,88,188,48.097500000000004,11.524527777777779
2025-11-28 19:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,19,grün,0.1727,32,188,48.097500000000004,11.524527777777779
2025-11-28 20:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,20,grün,0.0527,9,188,48.097500000000004,11.524527777777779
2025-11-28 21:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,21,grün,0.209,39,188,48.097500000000004,11.524527777777779
2025-11-28 22:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,22,grün,0.6259,117,188,48.097500000000004,11.524527777777779
2025-11-28 23:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,23,grün,0.3338,62,188,48.097500000000004,11.524527777777779
2025-11-22 00:00:00,Allach,"Oertelplatz (2), 80999 München",SA,0,grün,0.4565,58,128,48.18919444444444,11.467222222222222
2025-11-22 01:00:00,Allach,"Oertelplatz (2), 80999 München",SA,1,grün,0.1322,16,128,48.18919444444444,11.467222222222222
2025-11-22 02:00:00,Allach,"Oertelplatz (2), 80999 München",SA,2,grün,0.7427,95,128,48.18919444444444,11.467222222222222
2025-11-22 03:00:00,Allach,"Oertelplatz (2), 80999 München",SA,3,grün,0.146,18,128,48.18919444444444,11.467222222222222
2025-11-22 04:00:00,Allach,"Oertelplatz (2), 80999 München",SA,4,grün,0.1042,13,128,48.18919444444444,11.467222222222222
2025-11-22 05:00:00,Allach,"Oertelplatz (2), 80999 München",SA,5,grün,0.4089,52,128,48.18919444444444,11.467222222222222
2025-11-22 06:00:00,Allach,"Oertelplatz (2), 80999 München",SA,6,grün,0.6419,82,128,48.18919444444444,11.467222222222222
2025-11-22 07:00:00,Allach,"Oertelplatz (2), 80999 München",SA,7,grün,0.7227,92,128,48.18919444444444,11.467222222222222
2025-11-22 08:00:00,Allach,"Oertelplatz (2), 80999 München",SA,8,grün,0.5847,74,128,48.18919444444444,11.467222222222222
2025-11-22 09:00:00,Allach,"Oertelplatz (2), 80999 München",SA,9,grün,0.0028,0,128,48.18919444444444,11.467222222222222
2025-11-22 10:00:00,Allach,"Oertelplatz (2), 80999 München",SA,10,grün,0.3879,49,128,48.18919444444444,11.467222222222222
2025-11-22 11:00:00,Allach,"Oertelplatz (2), 80999 München",SA,11,grün,0.567,72,128,48.18919444444444,11.467222222222222
2025-11-22 12:00:00,Allach,"Oertelplatz (2), 80999 München",SA,12,grün,0.6992,89,128,48.18919444444444,11.467222222222222
2025-11-22 13:00:00,Allach,"Oertelplatz (2), 80999 München",SA,13,grün,0.154,19,128,48.18919444444444,11.467222222222222
2025-11-22 14:00:00,Allach,"Oertelplatz (2), 80999 München",SA,14,grün,0.1006,12,128,48.18919444444444,11.467222222222222
2025-11-22 15:00:00,Allach,"Oertelplatz (2), 80999 München",SA,15,grün,0.4435,56,128,48.18919444444444,11.467222222222222
2025-11-22 16:00:00,Allach,"Oertelplatz (2), 80999 München",SA,16,grün,0.132,16,128,48.18919444444444,11.467222222222222
2025-11-22 17:00:00,Allach,"Oertelplatz (2), 80999 München",SA,17,grün,0.3424,43,128,48.18919444444444,11.467222222222222
2025-11-22 18:00:00,Allach,"Oertelplatz (2), 80999 München",SA,18,grün,0.0993,12,128,48.18919444444444,11.467222222222222
2025-11-22 19:00:00,Allach,"Oertelplatz (2), 80999 München",SA,19,grün,0.4023,51,128,48.18919444444444,11.467222222222222
2025-11-22 20:00:00,Allach,"Oertelplatz (2), 80999 München",SA,20,grün,0.6604,84,128,48.18919444444444,11.467222222222222
2025-11-22 21:00:00,Allach,"Oertelplatz (2), 80999 München",SA,21,grün,0.6106,78,128,48.18919444444444,11.467222222222222
