timestamp,name,address,day_type,hour,rule_color,occupancy_rate,occupied_spots,total_capacity
2025-11-22 22:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SA,22,grün,0.7423,139,188
2025-11-22 23:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SA,23,grün,0.3786,71,188
2025-11-23 00:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,0,grün,0.1261,23,188
2025-11-23 01:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,1,grün,0.6315,118,188
2025-11-23 02:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,2,grün,0.4988,93,188
2025-11-23 03:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,3,grün,0.0949,17,188
2025-11-23 04:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,4,grün,0.1843,34,188
2025-11-23 05:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,5,grün,0.7275,136,188
2025-11-23 06:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,6,grün,0.4302,80,188
2025-11-23 07:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,7,grün,0.3785,71,188
2025-11-23 08:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,8,grün,0.5033,94,188
2025-11-23 09:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,9,grün,0.4056,76,188
2025-11-23 10:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,10,grün,0.6928,130,188
2025-11-23 11:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,11,grün,0.3659,68,188
2025-11-23 12:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,12,grün,0.0098,1,188
2025-11-23 13:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,13,grün,0.2089,39,188
2025-11-23 14:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,14,grün,0.2843,53,188
2025-11-23 15:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,15,grün,0.6562,123,188
2025-11-23 16:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,16,grün,0.3788,71,188
2025-11-23 17:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,17,grün,0.2138,40,188
2025-11-23 18:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,18,grün,0.4681,87,188
2025-11-23 19:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,19,grün,0.7296,137,188
2025-11-23 20:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,20,grün,0.2173,40,188
2025-11-23 21:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,21,grün,0.5628,105,188
2025-11-23 22:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,22,grün,0.1887,35,188
2025-11-23 23:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",SO,23,grün,0.589,110,188
2025-11-24 00:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,0,grün,0.2367,44,188
2025-11-24 01:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,1,grün,0.5298,99,188
2025-11-24 02:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,2,grün,0.0275,5,188
2025-11-24 03:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,3,grün,0.5909,111,188
2025-11-24 04:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,4,grün,0.1622,30,188
2025-11-24 05:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,5,grün,0.6018,113,188
2025-11-24 06:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,6,grün,0.6035,113,188
2025-11-24 07:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,7,grün,0.1398,26,188
2025-11-24 08:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,8,grün,0.5101,95,188
2025-11-24 09:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,9,gelb,0.8611,161,188
2025-11-24 10:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,10,rot,0.9581,180,188
2025-11-24 11:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,11,rot,0.9861,185,188
2025-11-24 12:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,12,rot,0.9981,187,188
2025-11-24 13:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,13,rot,0.9898,186,188
2025-11-24 14:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,14,gelb,0.8207,154,188
2025-11-24 15:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,15,gelb,0.8467,159,188
2025-11-24 16:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,16,grün,0.3597,67,188
2025-11-24 17:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,17,grün,0.3621,68,188
2025-11-24 18:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,18,grün,0.4103,77,188
2025-11-24 19:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,19,grün,0.1593,29,188
2025-11-24 20:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,20,grün,0.0674,12,188
2025-11-24 21:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,21,grün,0.2506,47,188
2025-11-24 22:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,22,grün,0.4561,85,188
2025-11-24 23:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,23,grün,0.1697,31,188
2025-11-25 00:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,0,grün,0.4009,75,188
2025-11-25 01:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,1,grün,0.5962,112,188
2025-11-25 02:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,2,grün,0.6559,123,188
2025-11-25 03:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,3,grün,0.413,77,188
2025-11-25 04:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,4,grün,0.2234,41,188
2025-11-25 05:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,5,grün,0.5947,111,188
2025-11-25 06:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,6,grün,0.0348,6,188
2025-11-25 07:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,7,grün,0.5478,102,188
2025-11-25 08:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,8,grün,0.4163,78,188
2025-11-25 09:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,9,gelb,0.8414,158,188
2025-11-25 10:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,10,rot,0.9182,172,188
2025-11-25 11:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,11,rot,0.9764,183,188
2025-11-25 12:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,12,rot,0.9548,179,188
2025-11-25 13:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,13,rot,0.9787,184,188
2025-11-25 14:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,14,gelb,0.8792,165,188
2025-11-25 15:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,15,gelb,0.791,148,188
2025-11-25 16:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,16,grün,0.4292,80,188
2025-11-25 17:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,17,grün,0.1207,22,188
2025-11-25 18:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,18,grün,0.5956,111,188
2025-11-25 19:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,19,grün,0.0254,4,188
2025-11-25 20:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,20,grün,0.3094,58,188
2025-11-25 21:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,21,grün,0.5972,112,188
2025-11-25 22:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,22,grün,0.2953,55,188
2025-11-25 23:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,23,grün,0.5851,110,188
2025-11-26 00:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,0,grün,0.0179,3,188
2025-11-26 01:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,1,grün,0.1266,23,188
2025-11-26 02:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,2,grün,0.1203,22,188
2025-11-26 03:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,3,grün,0.0486,9,188
2025-11-26 04:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,4,grün,0.5093,95,188
2025-11-26 05:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,5,grün,0.2115,39,188
2025-11-26 06:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,6,grün,0.6439,121,188
2025-11-26 07:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,7,grün,0.4558,85,188
2025-11-26 08:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,8,grün,0.6786,127,188
2025-11-26 09:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,9,gelb,0.8516,160,188
2025-11-26 10:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,10,rot,0.9099,171,188
2025-11-26 11:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,11,rot,0.9558,179,188
2025-11-26 12:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,12,rot,0.9765,183,188
2025-11-26 13:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,13,rot,0.9609,180,188
2025-11-26 14:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,14,gelb,0.8771,164,188
2025-11-26 15:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,15,gelb,0.7996,150,188
2025-11-26 16:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,16,grün,0.536,100,188
2025-11-26 17:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,17,grün,0.6055,113,188
2025-11-26 18:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,18,grün,0.1306,24,188
2025-11-26 19:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,19,grün,0.1565,29,188
2025-11-26 20:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,20,grün,0.5309,99,188
2025-11-26 21:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,21,grün,0.5961,112,188
2025-11-26 22:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,22,grün,0.4576,86,188
2025-11-26 23:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,23,grün,0.5967,112,188
2025-11-27 00:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,0,grün,0.2645,49,188
2025-11-27 01:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,1,grün,0.4116,77,188
2025-11-27 02:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,2,grün,0.2218,41,188
2025-11-27 03:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,3,grün,0.4656,87,188
2025-11-27 04:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,4,grün,0.4731,88,188
2025-11-27 05:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,5,grün,0.702,131,188
2025-11-27 06:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,6,grün,0.4502,84,188
2025-11-27 07:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,7,grün,0.6211,116,188
2025-11-27 08:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,8,grün,0.7011,131,188
2025-11-27 09:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,9,gelb,0.8023,150,188
2025-11-27 10:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,10,rot,0.9531,179,188
2025-11-27 11:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,11,rot,0.9752,183,188
2025-11-27 12:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,12,rot,0.976,183,188
2025-11-27 13:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,13,rot,0.9278,174,188
2025-11-27 14:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,14,gelb,0.8797,165,188
2025-11-27 15:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,15,gelb,0.8149,153,188
2025-11-27 16:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,16,grün,0.1727,32,188
2025-11-27 17:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,17,grün,0.4641,87,188
2025-11-27 18:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,18,grün,0.2879,54,188
2025-11-27 19:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,19,grün,0.6953,130,188
2025-11-27 20:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,20,grün,0.7106,133,188
2025-11-27 21:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,21,grün,0.4836,90,188
2025-11-27 22:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,22,grün,0.1191,22,188
2025-11-27 23:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,23,grün,0.1435,26,188
2025-11-28 00:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,0,grün,0.6822,128,188
2025-11-28 01:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,1,grün,0.4901,92,188
2025-11-28 02:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,2,grün,0.4953,93,188
2025-11-28 03:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,3,grün,0.1129,21,188
2025-11-28 04:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,4,grün,0.1988,37,188
2025-11-28 05:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,5,grün,0.192,36,188
2025-11-28 06:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,6,grün,0.6862,129,188
2025-11-28 07:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,7,grün,0.2428,45,188
2025-11-28 08:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,8,grün,0.1347,25,188
2025-11-28 09:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,9,gelb,0.83,156,188
2025-11-28 10:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,10,rot,0.9239,173,188
2025-11-28 11:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,11,rot,0.9031,169,188
2025-11-28 12:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,12,rot,0.9706,182,188
2025-11-28 13:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,13,rot,0.9067,170,188
2025-11-28 14:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,14,gelb,0.8181,153,188
2025-11-28 15:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,15,gelb,0.7623,143,188
2025-11-28 16:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,16,grün,0.1762,33,188
2025-11-28 17:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,17,grün,0.1589,29,188
2025-11-28 18:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,18,grün,0.6444,121,188
2025-11-28 19:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,19,grün,0.415,78,188
2025-11-28 20:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,20,grün,0.2884,54,188
2025-11-28 21:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,21,grün,0.539,101,188
2025-11-28 22:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,22,grün,0.1279,24,188
2025-11-28 23:00:00,Aidenbachstraße,"Gmunder Str. 40, 81379 München",WT,23,grün,0.087,16,188
2025-11-22 00:00:00,Allach,"Oertelplatz (2), 80999 München",SA,0,grün,0.249,31,128
2025-11-22 01:00:00,Allach,"Oertelplatz (2), 80999 München",SA,1,grün,0.7085,90,128
2025-11-22 02:00:00,Allach,"Oertelplatz (2), 80999 München",SA,2,grün,0.4002,51,128
2025-11-22 03:00:00,Allach,"Oertelplatz (2), 80999 München",SA,3,grün,0.7389,94,128
2025-11-22 04:00:00,Allach,"Oertelplatz (2), 80999 München",SA,4,grün,0.4017,51,128
2025-11-22 05:00:00,Allach,"Oertelplatz (2), 80999 München",SA,5,grün,0.143,18,128
2025-11-22 06:00:00,Allach,"Oertelplatz (2), 80999 München",SA,6,grün,0.132,16,128
2025-11-22 07:00:00,Allach,"Oertelplatz (2), 80999 München",SA,7,grün,0.3866,49,128
2025-11-22 08:00:00,Allach,"Oertelplatz (2), 80999 München",SA,8,grün,0.1044,13,128
2025-11-22 09:00:00,Allach,"Oertelplatz (2), 80999 München",SA,9,grün,0.3299,42,128
2025-11-22 10:00:00,Allach,"Oertelplatz (2), 80999 München",SA,10,grün,0.0364,4,128
2025-11-22 11:00:00,Allach,"Oertelplatz (2), 80999 München",SA,11,grün,0.6069,77,128
2025-11-22 12:00:00,Allach,"Oertelplatz (2), 80999 München",SA,12,grün,0.6837,87,128
2025-11-22 13:00:00,Allach,"Oertelplatz (2), 80999 München",SA,13,grün,0.4166,53,128
2025-11-22 14:00:00,Allach,"Oertelplatz (2), 80999 München",SA,14,grün,0.4393,56,128
2025-11-22 15:00:00,Allach,"Oertelplatz (2), 80999 München",SA,15,grün,0.3933,50,128
2025-11-22 16:00:00,Allach,"Oertelplatz (2), 80999 München",SA,16,grün,0.3889,49,128
2025-11-22 17:00:00,Allach,"Oertelplatz (2), 80999 München",SA,17,grün,0.5947,76,128
2025-11-22 18:00:00,Allach,"Oertelplatz (2), 80999 München",SA,18,grün,0.1124,14,128
2025-11-22 19:00:00,Allach,"Oertelplatz (2), 80999 München",SA,19,grün,0.5812,74,128
2025-11-22 20:00:00,Allach,"Oertelplatz (2), 80999 München",SA,20,grün,0.0634,8,128
2025-11-22 21:00:00,Allach,"Oertelplatz (2), 80999 München",SA,21,grün,0.719,92,128
2025-11-22 22:00:00,Allach,"Oertelplatz (2), 80999 München",SA,22,grün,0.6023,77,128
2025-11-22 23:00:00,Allach,"Oertelplatz (2), 80999 München",SA,23,grün,0.0871,11,128
2025-11-23 00:00:00,Allach,"Oertelplatz (2), 80999 München",SO,0,grün,0.1067,13,128
2025-11-23 01:00:00,Allach,"Oertelplatz (2), 80999 München",SO,1,grün,0.5191,66,128
2025-11-23 02:00:00,Allach,"Oertelplatz (2), 80999 München",SO,2,grün,0.5846,74,128
2025-11-23 03:00:00,Allach,"Oertelplatz (2), 80999 München",SO,3,grün,0.2968,37,128
2025-11-23 04:00:00,Allach,"Oertelplatz (2), 80999 München",SO,4,grün,0.6884,88,128
2025-11-23 05:00:00,Allach,"Oertelplatz (2), 80999 München",SO,5,grün,0.222,28,128
2025-11-23 06:00:00,Allach,"Oertelplatz (2), 80999 München",SO,6,grün,0.621,79,128
2025-11-23 07:00:00,Allach,"Oertelplatz (2), 80999 München",SO,7,grün,0.1115,14,128
2025-11-23 08:00:00,Allach,"Oertelplatz (2), 80999 München",SO,8,grün,0.5284,67,128
2025-11-23 09:00:00,Allach,"Oertelplatz (2), 80999 München",SO,9,grün,0.2846,36,128
2025-11-23 10:00:00,Allach,"Oertelplatz (2), 80999 München",SO,10,grün,0.1007,12,128
2025-11-23 11:00:00,Allach,"Oertelplatz (2), 80999 München",SO,11,grün,0.0864,11,128
2025-11-23 12:00:00,Allach,"Oertelplatz (2), 80999 München",SO,12,grün,0.2515,32,128
2025-11-23 13:00:00,Allach,"Oertelplatz (2), 80999 München",SO,13,grün,0.4615,59,128
2025-11-23 14:00:00,Allach,"Oertelplatz (2), 80999 München",SO,14,grün,0.5068,64,128
2025-11-23 15:00:00,Allach,"Oertelplatz (2), 80999 München",SO,15,grün,0.5281,67,128
2025-11-23 16:00:00,Allach,"Oertelplatz (2), 80999 München",SO,16,grün,0.3364,43,128
2025-11-23 17:00:00,Allach,"Oertelplatz (2), 80999 München",SO,17,grün,0.0893,11,128
2025-11-23 18:00:00,Allach,"Oertelplatz (2), 80999 München",SO,18,grün,0.1174,15,128
2025-11-23 19:00:00,Allach,"Oertelplatz (2), 80999 München",SO,19,grün,0.2883,36,128
2025-11-23 20:00:00,Allach,"Oertelplatz (2), 80999 München",SO,20,grün,0.2147,27,128
2025-11-23 21:00:00,Allach,"Oertelplatz (2), 80999 München",SO,21,grün,0.497,63,128
2025-11-23 22:00:00,Allach,"Oertelplatz (2), 80999 München",SO,22,grün,0.4921,62,128
2025-11-23 23:00:00,Allach,"Oertelplatz (2), 80999 München",SO,23,grün,0.1798,23,128
2025-11-24 00:00:00,Allach,"Oertelplatz (2), 80999 München",WT,0,grün,0.4299,55,128
2025-11-24 01:00:00,Allach,"Oertelplatz (2), 80999 München",WT,1,grün,0.1382,17,128
2025-11-24 02:00:00,Allach,"Oertelplatz (2), 80999 München",WT,2,grün,0.6165,78,128
2025-11-24 03:00:00,Allach,"Oertelplatz (2), 80999 München",WT,3,grün,0.7392,94,128
2025-11-24 04:00:00,Allach,"Oertelplatz (2), 80999 München",WT,4,grün,0.0499,6,128
2025-11-24 05:00:00,Allach,"Oertelplatz (2), 80999 München",WT,5,grün,0.7432,95,128
2025-11-24 06:00:00,Allach,"Oertelplatz (2), 80999 München",WT,6,grün,0.142,18,128
2025-11-24 07:00:00,Allach,"Oertelplatz (2), 80999 München",WT,7,grün,0.7248,92,128
2025-11-24 08:00:00,Allach,"Oertelplatz (2), 80999 München",WT,8,grün,0.1408,18,128
2025-11-24 09:00:00,Allach,"Oertelplatz (2), 80999 München",WT,9,grün,0.6388,81,128
2025-11-24 10:00:00,Allach,"Oertelplatz (2), 80999 München",WT,10,grün,0.0329,4,128
2025-11-24 11:00:00,Allach,"Oertelplatz (2), 80999 München",WT,11,grün,0.5124,65,128
2025-11-24 12:00:00,Allach,"Oertelplatz (2), 80999 München",WT,12,grün,0.0741,9,128
2025-11-24 13:00:00,Allach,"Oertelplatz (2), 80999 München",WT,13,grün,0.2634,33,128
2025-11-24 14:00:00,Allach,"Oertelplatz (2), 80999 München",WT,14,grün,0.1627,20,128
2025-11-24 15:00:00,Allach,"Oertelplatz (2), 80999 München",WT,15,grün,0.4117,52,128
2025-11-24 16:00:00,Allach,"Oertelplatz (2), 80999 München",WT,16,grün,0.381,48,128
2025-11-24 17:00:00,Allach,"Oertelplatz (2), 80999 München",WT,17,grün,0.2361,30,128
2025-11-24 18:00:00,Allach,"Oertelplatz (2), 80999 München",WT,18,grün,0.6566,84,128
2025-11-24 19:00:00,Allach,"Oertelplatz (2), 80999 München",WT,19,grün,0.168,21,128
2025-11-24 20:00:00,Allach,"Oertelplatz (2), 80999 München",WT,20,grün,0.0777,9,128
2025-11-24 21:00:00,Allach,"Oertelplatz (2), 80999 München",WT,21,grün,0.6121,78,128
2025-11-24 22:00:00,Allach,"Oertelplatz (2), 80999 München",WT,22,grün,0.1953,25,128
2025-11-24 23:00:00,Allach,"Oertelplatz (2), 80999 München",WT,23,grün,0.2083,26,128
2025-11-25 00:00:00,Allach,"Oertelplatz (2), 80999 München",WT,0,grün,0.731,93,128
2025-11-25 01:00:00,Allach,"Oertelplatz (2), 80999 München",WT,1,grün,0.0733,9,128
2025-11-25 02:00:00,Allach,"Oertelplatz (2), 80999 München",WT,2,grün,0.5386,68,128
2025-11-25 03:00:00,Allach,"Oertelplatz (2), 80999 München",WT,3,grün,0.7232,92,128
2025-11-25 04:00:00,Allach,"Oertelplatz (2), 80999 München",WT,4,grün,0.2784,35,128
2025-11-25 05:00:00,Allach,"Oertelplatz (2), 80999 München",WT,5,grün,0.0783,10,128
2025-11-25 06:00:00,Allach,"Oertelplatz (2), 80999 München",WT,6,grün,0.0415,5,128
2025-11-25 07:00:00,Allach,"Oertelplatz (2), 80999 München",WT,7,grün,0.1892,24,128
2025-11-25 08:00:00,Allach,"Oertelplatz (2), 80999 München",WT,8,grün,0.7405,94,128
2025-11-25 09:00:00,Allach,"Oertelplatz (2), 80999 München",WT,9,grün,0.4004,51,128
